#	ник	постов	ранг	группа	пол	регистрация	посл. пост	посл. визит	карма	бан
106	ПРОСТО&quot;Я&quot;	1497	571	уч.	жен	1394893468	1463152800	1463595586	949	 	 
107	Natalja Hevari	4638	1399	уч.	жен	1394519566	1463585425	1463596222	1539	 	 
108	Валькирия	1210	702	уч.	жен	1395218486	1463557390	1463587315	93	 	 
109	Feeria	48	27	уч.	жен	1403170865	1446818442	1456466900	14	 	 
110	chelsea	2195	481	пост.уч.	муж	1394131655	1452766966	1461506391	442	 	 
111	Serge61	3258	618	уч.	муж	1394233663	1463416356	1463416356	312	 	 
112	Галина Киблер	9242	2493	пост.уч.	?	1394710622	1462996982	1463128159	1508	 	 
115	Майа	547	161	уч.	жен	1405868034	1463449191	1463553160	564	 	 
116	фро	535	69	уч.	жен	1405833979	1422449203	1433223324	18	 	 
118	OKAzio	1998	406	уч.	жен	1418551786	1463205108	1463390803	1077	 	 
121	PSG	3900	1037	пост.уч.	муж	1395030407	1463578649	1463578739	330	 	 
122	ГалГрос	213	123	уч.	жен	1374077985	1462815973	1462874022	31	 	 
123	Novichok	18	6	уч.	жен	1405922619	1443159727	1461506482	4	 	 
125	LJUBOV52	1113	482	уч.	жен	1412790952	1463554801	1463598819	324	 	 
127	Озерная	1774	323	уч.	жен	1398959516	1453483426	1453483900	409	 	 
128	жека	2251	924	уч.	жен	1408035191	1463581344	1463589054	1232	 	 
129	Легенда	139	71	уч.	жен	1395161145	1437230081	1457676956	33	 	 
132	я_тут	506	98	уч.	жен	1397718500	1422607712	1454344979	11	 	 
134	НСВ	12	10	уч.	жен	1406201214	1432281777	1432292056	2	 	 
135	Олимпия	2509	712	пост.уч.	жен	1394183239	1462323076	1463576244	528	 	 
138	kena	642	144	уч.	жен	1355215554	1451231627	1458665954	8	 	 
139	kudrin	2274	479	уч.	муж	1395223609	1452458394	1452458395	404	 	 
140	Bastian	11	7	уч.	жен	1409174417	1457889462	1458243274	0	 	 
141	наталья с евой	10	7	уч.	жен	1409041143	1426677419	1456467641	2	 	 
142	Missis X	1300	467	пост.уч.	жен	1399458380	1463314066	1463598741	169	 	 
143	Кристинка	217	47	уч.	жен	1418856406	1455822843	1460289728	55	 	 
144	tatus	527	338	уч.	жен	1408947204	1463486537	1463572954	82	 	 
145	Dara	420	58	уч.	жен	1395160601	1462206434	1462364106	57	 	 
148	stas	182	97	уч.	жен	1377943651	1461406296	1463031972	21	 	 
149	tei	605	209	пост.уч.	?	1372749860	1463491717	1463571655	223	 	 
150	forsthaus	3597	473	уч.	жен	1394202395	1462377858	1462469320	556	 	 
151	Svetlana	27	13	уч.	?	1415903041	1434567125	1461791766	3	 	 
153	tigris60	150	58	уч.	жен	1416986777	1441914786	1443192780	27	 	 
154	Юлия Швырёва	489	76	пост.уч.	жен	1395244698	1449058368	1449407716	20	 	 
155	Маруся и Саня	4	3	уч.	жен	1415992680	1422449204	1450208716	1	 	 
156	Галчонок	93	54	уч.	жен	1369136037	1462558346	1462597541	7	 	 
157	Мурена	75	48	уч.	жен	1395593049	1455131476	1457034987	25	 	 
158	Татьян@	220	66	уч.	жен	1410445156	1461561728	1461561749	8	 	 
159	TIARA	562	119	уч.	жен	1401057762	1439797909	1440322388	14	 	 
160	gera	4762	586	уч.	жен	1394207762	1460969433	1460969439	394	 	 
161	Rex Staller	1772	815	модер.	?	1394793417	1463501874	1463503961	751	 	 
163	БАЛАРИС	94	34	уч.	?	1355743149	1422449204	1443068932	2	 	 
165	OF GOLD COLLECTION	101	54	уч.	жен	1410855706	1444207076	1444209118	4	 	 
167	Эллина	60	42	уч.	жен	1411281183	1429814243	1438026728	3	 	 
168	Wolf_R	223	142	уч.	жен	1406039824	1463586136	1463592071	69	 	 
169	Иришка	2	1	уч.	жен	1415985910	1422449204	1449516400	0	 	 
170	Marsella	52	35	уч.	жен	1415715844	1461262556	1463246313	16	 	 
171	сарма	45	32	уч.	жен	1415647661	1431405739	1433674619	3	 	 
172	НатСам	14	9	уч.	жен	1416063786	1425625516	1426680253	0	 	 
173	Ирка	2549	1171	уч.	жен	1411888436	1463590719	1463598064	576	 	 
174	kapitalina	162	94	пост.уч.	жен	1415118778	1463520287	1463589130	20	 	 
175	LUXURY	14	6	уч.	жен	1417301884	1426002488	1427636323	1	 	 
176	Лебедева Виктория	95	31	уч.	жен	1410111566	1448040735	1463414606	4	 	 
177	Гафик	111	60	уч.	жен	1395816862	1445526155	1452408121	12	 	 
179	Светлана Дюкова	1123	371	уч.	жен	1409050277	1454736703	1463598511	55	 	 
180	gera-skarga	4	2	уч.	жен	1415682228	1422449204	1461582256	1	 	 
181	Rumba	147	111	уч.	жен	1415730346	1463287264	1463590259	70	 	 
182	троица	131	91	уч.	жен	1368811841	1449415412	1462816361	10	 	 
183	ЭлинаС	6	6	уч.	?	1409586361	1431932816	1431951068	1	 	 
184	Oleg	1314	285	пост.уч.	муж	1353601243	1462371706	1463493476	171	 	 
186	джетта	6	3	уч.	?	1416395482	1422449204	1424439629	0	 	 
187	kortes	3	1	уч.	?	1415682228	1422449204	1425968894	0	 	 
194	GGRona	51	42	пост.уч.	?	1416924771	1459448563	1463586390	10	 	 
195	aurumnasty	27	7	уч.	жен	1409147591	1422449204	1425661672	1	 	 
196	TeSlA	19	9	уч.	жен	1418944129	1431850691	1431935093	2	 	 
200	таже чупринка	387	155	уч.	?	1394046669	1456330165	1461053125	45	 	 
202	Куся	16	4	уч.	жен	1415972136	1461834831	1462219067	0	 	 
204	TISSA	80	19	уч.	муж	1414696966	1461747018	1462542752	7	 	 
206	рикка	4	3	уч.	жен	1416075817	1433796391	1442603789	0	 	 
207	Аэлита Мальцева	184	70	уч.	жен	1416075817	1452758887	1453706859	32	 	 
208	Карасто	6	5	уч.	жен	1415779561	1422641327	1430993419	0	 	 
211	Kyron	11	8	уч.	?	1415989781	1448995214	1460395461	0	 	 
214	romanenko	278	119	уч.	жен	1400878753	1461276558	1463517553	73	 	 
215	Olhen	266	113	уч.	жен	1408989770	1463430590	1463569597	29	 	 
217	гордеев женя	189	75	уч.	?	1397934781	1458654283	1458914528	42	 	 
218	Ol4ik	13	10	уч.	жен	1411709316	1452437605	1452494078	8	 	 
219	Татарин	12	10	уч.	муж	1406084385	1424889548	1463287304	3	 	 
220	Мульяна	7	3	уч.	жен	1416995562	1422449204	1460022546	0	 	 
221	Елена Паутова	6	4	уч.	?	1417759418	1426856261	1436284724	0	 	 
222	Theriona	1	1	уч.	жен	1409250734	1422449204	1462563792	0	 	 
224	ЮлияЗудина	67	34	уч.	жен	1421240298	1452722833	1463158317	3	 	 
238	Rafa	159	67	уч.	жен	1359367952	1462537123	1463148116	1	 	 
243	Завсегдатай	169	102	уч.	жен	1353314269	1462782314	1463388097	160	 	 
244	Анна Субботина	3	3	уч.	жен	1389012263	1426242205	1434786549	0	 	 
245	Аста	31	23	уч.	жен	1367238273	1430899111	1432167846	1	 	 
253	vom Haus KSENI	1	1	уч.	?	1400331072	1422449205	1434304327	0	 	 
257	АРТИ	131	49	уч.	жен	1361793135	1432459387	1445332879	2	 	 
267	Сицилия	59	50	уч.	?	1377699554	1463407442	1463593853	30	 	 
281	Стайл	13	11	уч.	жен	1402372665	1445963697	1446930608	1	 	 
282	Lee	11	4	уч.	?	1416054623	1441047031	1441383618	0	 	 
283	майя	19	7	уч.	жен	1413967963	1422449205	1448345533	1	 	 
284	Неро	32	16	уч.	?	1375713810	1422449205	1447166916	1	 	 
287	Сергей Куретов	2	1	уч.	?	1411535647	1422449205	1454443483	1	 	 
288	Олис	30	14	уч.	жен	1401718864	1425811991	1445892624	5	 	 
291	Влад и Ханна	2	1	уч.	жен	1409137254	1422449205	1444196291	2	 	 
293	Luda	5354	1901	модер.	жен	1395382101	1463562166	1463562166	1552	 	 
294	Елена Ширан	6	6	пост.уч.	?	1398163889	1439578123	1441295465	4	 	 
296	OLIVIA	6	6	уч.	жен	1399661176	1462782394	1462803426	6	 	 
298	Чубар	91	64	уч.	?	1410446804	1462806409	1463155461	83	 	 
299	Татьяна Кудряшова	2079	631	уч.	жен	1415945660	1463417547	1463574626	419	 	 
300	Весна	21	13	уч.	жен	1419701428	1457114544	1462742418	4	 	 
301	В.В.К	106	59	уч.	муж	1398437373	1452520955	1463215085	23	 	 
305	Queen	6	3	уч.	?	1410249148	1437685868	1451840438	0	 	 
306	Милана	503	275	пост.уч.	жен	1405970957	1463511385	1463597045	316	 	 
307	krisusa	27	21	уч.	жен	1417728405	1440684998	1459405515	14	 	 
312	БоSS	23	4	уч.	жен	1415905580	1422449205	1449729277	3	 	 
314	А.В.Варламова	86	40	пост.уч.	жен	1414570902	1463413132	1463559445	38	 	 
317	КОНОВАЛОВ	452	74	уч.	?	1394365643	1462818366	1463236785	53	 	 
319	ИРИНА К.	7	2	уч.	?	1395252883	1422449206	1429559908	2	 	 
322	ofastell	1	1	уч.	жен	1409157688	1422449206	1439734797	1	 	 
323	Лана Свет	28	15	уч.	жен	1414486452	1440401292	1448527827	5	 	 
325	valya	281	89	уч.	жен	1418824147	1463470404	1463470404	65	 	 
326	Тенфери	9	7	уч.	жен	1417352965	1429791489	1441363592	1	 	 
335	Немка	203	116	уч.	жен	1416559712	1463585391	1463589090	73	 	 
339	Розалия	32	7	уч.	жен	1411560138	1435866132	1435866133	0	 	 
341	Сабанина Людмила	6	5	уч.	жен	1410081448	1444801667	1450282628	2	 	 
343	OLGASEL	7	7	уч.	жен	1369329491	1428410757	1461709869	2	 	 
347	Eugeny	6	4	уч.	муж	1357553104	1447079857	1463561617	2	 	 
349	Галина	40	19	уч.	?	1395163555	1441306304	1449937051	8	 	 
354	Viktory_17	83	24	уч.	жен	1366623429	1424423736	1431859182	1	 	 
355	Яна.23	118	57	пост.уч.	жен	1352380472	1460636939	1463560188	12	 	 
368	Ромашka	6	3	уч.	жен	1409155915	1422644606	1430720798	3	 	 
373	QueenZzard he Atilla	64	14	уч.	муж	1408976004	1440416043	1457824696	5	 	 
378	mura	14	7	уч.	?	1395148019	1439214708	1440393769	0	 	 
383	Aper	9	7	уч.	муж	1399059060	1426261603	1440054336	1	 	 
388	teris	0	0	уч.	жен	1403453660	1422449214	1423850472	0	 	 
389	Sv	1	1	уч.	?	1403474007	1422449214	1456829452	0	 	 
393	ольга чупринка	0	0	уч.	?	1404650332	1422449215	1423642936	0	 	 
395	КАРАТ	2	1	уч.	?	1405584729	1422449216	1463429610	0	 	 
397	GBK-75	3	3	уч.	?	1405857187	1422554597	1463069998	0	 	 
402	Natalia	49	24	уч.	?	1354994589	1461735201	1462044605	20	 	 
404	Ветти	12	7	уч.	?	1366468781	1423410267	1423410292	1	 	 
407	Цирцея	47	18	уч.	муж	1396035512	1430993052	1439021204	0	 	 
409	ЛЕС	5	3	уч.	жен	1408981961	1425395944	1427747401	0	 	 
412	siledka05	1	1	уч.	?	1385821348	1422449225	1425557015	0	 	 
413	Муха	2	1	уч.	?	1417792952	1422449225	1427541908	0	 	 
414	Мария Тихомирова	114	89	уч.	?	1408080552	1463422541	1463593351	38	 	 
417	G.G.	2	1	уч.	муж	1419756161	1422449225	1423020104	0	 	 
418	КАРЛАБО	4	3	уч.	?	1412749912	1427633363	1428750949	0	 	 
419	Олеся /кузнецкград/	149	70	уч.	жен	1418211641	1455742897	1463079998	10	 	 
420	Юляша-Люта	3	1	уч.	жен	1416320613	1422449225	1452162487	0	 	 
426	von Gesson	45	17	уч.	?	1409050277	1424949494	1441599709	3	 	 
429	Atos	1	1	уч.	?	1404142462	1422449226	1456393622	0	 	 
434	дуби	28	10	уч.	жен	1394382335	1425901749	1425901749	0	 	 
453	glady	48	38	пост.уч.	?	1421064154	1454504154	1456584220	13	 	 
454	Олекса	0	0	уч.	жен	1422459941	0	1462216717	0	 	 
455	askona	0	0	уч.	жен	1422467605	0	1426407681	0	 	 
457	тор	4	3	уч.	жен	1422471870	1425052211	1454861516	0	 	 
458	ДЗХ и тд	45	15	уч.	жен	1422503275	1428213780	1457856603	3	 	 
459	shelegor 2015	14	7	уч.	жен	1422517107	1423826225	1430767282	0	 	 
460	Сергей	2	1	уч.	муж	1422523337	1425767627	1431756243	0	 	 
462	шишка1331	0	0	уч.	жен	1422547083	0	1424120494	0	 	 
463	Ирина Семененко	0	0	уч.	жен	1422602337	0	1441127882	0	 	 
464	inna4may	0	0	уч.	жен	1422617372	0	1456826959	0	 	 
465	Тимофеева Ольга	2	2	уч.	жен	1422619860	1433166892	1433166895	0	 	 
466	Кусенька	99	63	уч.	жен	1422620654	1463380464	1463553400	66	 	 
467	Леоненко Марина	222	127	уч.	жен	1422675399	1462762171	1463589758	82	 	 
468	Narniya	2	2	уч.	жен	1422697898	1440104583	1453042485	2	 	 
469	Таня Тишкова	45	34	уч.	жен	1422714849	1461959109	1462513083	16	 	 
470	Екатерина Коннова	1	1	уч.	жен	1422739907	1431370790	1449593473	0	 	 
471	Тэшли	0	0	уч.	жен	1422791320	0	1462961746	0	 	 
472	Мурка	4	3	уч.	жен	1422892624	1426789291	1431516886	0	 	 
474	noishorand	3	1	уч.	жен	1422966241	1427699851	1427700557	1	 	 
475	НатальяСт	561	456	уч.	жен	1423121434	1463571010	1463571128	26	 	 
476	тещенька	132	80	уч.	жен	1423134128	1460786991	1463295082	69	 	 
477	Елена 	0	0	уч.	жен	1423206864	0	1457429712	0	 	 
478	tentch	0	0	уч.	жен	1423220089	0	1423221720	0	 	 
479	Polbotinka	5	3	уч.	жен	1423245442	1423264413	1423292383	2	 	 
480	Радость	3	2	уч.	жен	1423301729	1423383402	1423383403	0	 	 
481	mazay	0	0	уч.	муж	1423326281	0	1424535933	0	 	 
482	тоша	0	0	уч.	жен	1423348061	0	1423359315	0	 	 
483	WEGAS	13	8	пост.уч.	муж	1423426168	1434204184	1448315313	2	 	 
484	Оксана	56	27	уч.	жен	1423475216	1433708358	1437241252	25	 	 
485	dabulev	0	0	уч.	муж	1423567107	0	1424429877	0	 	 
486	Daks	1	1	уч.	жен	1423910713	1445262815	1460645041	2	 	 
487	БУЛ`УР	2	2	уч.	муж	1423910885	1440179729	1449548135	0	 	 
488	OPEN SOUL	7	2	уч.	жен	1423936542	1424026570	1429284634	0	 	 
489	Скиба Юлия	3	3	пост.уч.	жен	1424137922	1433851720	1459342196	2	 	 
490	Swetaa	178	136	уч.	жен	1424143201	1463584687	1463585178	42	 	 
491	Илкас55	0	0	уч.	?	1424286126	0	1428374608	0	 	 
492	Elen`s Klondaik	44	31	уч.	жен	1424550832	1459109867	1461533263	17	 	 
493	sokhatsk	21	7	уч.	жен	1424725474	1430493992	1436490492	0	 	 
494	Iosif	0	0	уч.	муж	1425032966	0	1463593550	0	 	 
495	Грация	104	61	уч.	жен	1425037595	1456464712	1461905068	42	 	 
496	Regina_K	41	20	уч.	жен	1425194153	1433498157	1461099691	10	 	 
497	людмила	1	1	уч.	жен	1425241874	1452112560	1462997492	1	 	 
498	Белогурова Светлана	0	0	уч.	жен	1425514840	0	1425530898	0	 	 
499	loren-sofi	2	2	уч.	жен	1425645362	1426008698	1426008718	0	 	 
500	Инга	0	0	уч.	жен	1426324402	0	1426435538	0	 	 
501	Лисси7	0	0	уч.	жен	1426501891	0	1426514855	0	 	 
502	РКЭЛ	2	2	уч.	муж	1426843122	1463170035	1463592654	0	 	 
504	николай плакса	0	0	уч.	муж	1426879931	0	1459716641	0	 	 
505	olesya zam	13	7	уч.	жен	1426996544	1428171107	1430329821	0	 	 
506	Настя и Подпалычи	34	30	уч.	жен	1427387113	1437074109	1462731850	3	 	 
507	Архангелогородка	2	2	уч.	жен	1427450430	1440158242	1455457479	3	 	 
508	Оксана Захарова	229	78	уч.	жен	1427628765	1461448413	1463084562	122	 	 
509	setoch	143	38	пост.уч.	муж	1427640690	1433162819	1451730344	32	 	 
510	Бриль Анна	12	7	уч.	жен	1427707817	1430129261	1431629298	2	 	 
511	shishka1331	0	0	уч.	жен	1427725392	0	1430592167	0	 	 
512	Амбер	0	0	уч.	жен	1427736953	0	1428240127	0	 	 
513	север	0	0	уч.	муж	1427737522	0	1427745009	0	 	 
514	Новый 01	30	17	уч.	жен	1427789158	1441551161	1444411825	2	 	 
515	Братское Взморье	0	0	уч.	жен	1427789348	0	1437145604	0	 	 
516	 АЛЬГЕРО	2	2	уч.	жен	1427796758	1427892411	1428001763	0	 	 
517	sohatsk	0	0	уч.	жен	1427836476	0	1427854177	0	 	 
518	Гоголь	2	1	уч.	муж	1427837723	1427875022	1427875799	0	 	 
519	Neta	0	0	уч.	жен	1427911970	0	1460979252	0	 	 
520	Маргарита	6	6	уч.	жен	1427963503	1442834187	1463494424	3	 	 
521	дмитрий	15	2	уч.	муж	1427974749	1427997559	1428310504	1	 	 
523	Irina Parfentieva	0	0	уч.	жен	1428182565	0	1428225964	0	 	 
524	Комбат	31	25	пост.уч.	жен	1428229626	1460519418	1463243762	39	 	 
525	Наталия	17	8	уч.	жен	1428400799	1430743864	1430808225	0	 	 
526	жаренная рыбка	1	1	уч.	жен	1428438197	1434996632	1447614704	1	 	 
527	Шали	72	36	уч.	жен	1428581348	1456157968	1462936848	12	 	 
528	Алекса Ниганик	6	3	уч.	жен	1428780037	1431339195	1431339196	0	 	 
529	CocaCola	0	0	уч.	жен	1428995262	0	1428998316	0	 	 
530	NaDik	18	12	уч.	жен	1429171215	1463127504	1463590555	19	 	 
531	Love	8	1	уч.	жен	1429515732	1429522796	1429522925	0	 	 
532	Ирина М.	0	0	уч.	жен	1429873360	0	1432633958	0	 	 
533	LIST	0	0	уч.	жен	1429977087	0	1461527339	0	 	 
534	santanalight	14	3	уч.	жен	1430371147	1433498810	1433498840	0	 	 
535	Tyson	3	1	уч.	?	1430573485	1430575077	1447319756	3	 	 
536	Блитц Гёттер	5	2	уч.	?	1430664911	1430671588	1430677631	0	 	 
537	яна	0	0	уч.	жен	1430744730	0	1432463177	0	 	 
538	FROSICH	716	249	пост.уч.	жен	1430823918	1448199085	1451853202	422	 	 
539	Громова Оксана	22	2	уч.	жен	1430995722	1431000445	1431066054	21	 	 
540	Агафонова Ольга	1	1	уч.	жен	1431143457	1452358446	1463156923	1	 	 
541	Траффорд	25	14	уч.	муж	1431369538	1456171095	1460836743	6	 	 
542	Fenix	13	6	уч.	жен	1431665003	1432815613	1453513011	1	 	 
543	Valeri	3	1	уч.	муж	1432153559	1434754074	1441218189	0	 	 
544	Татьяна	28	17	уч.	жен	1432184023	1456537751	1456826248	13	 	 
545	Татьяна П	444	299	уч.	жен	1432300379	1463410759	1463598552	152	 	 
546	Пифия	15	12	уч.	жен	1432579903	1443444061	1451999326	3	 	 
547	Георгий	0	0	уч.	муж	1432817527	0	1432817928	0	 	 
548	Яна	0	0	уч.	жен	1433104047	0	1438805372	0	 	 
549	keks	11	7	уч.	жен	1433108049	1441538212	1453041241	5	 	 
550	dyuins	1	1	уч.	муж	1433175434	1433175620	1433693726	0	 	 
551	НатальяСуворова	0	0	уч.	жен	1433246506	0	1452333846	0	 	 
552	ИИП	3	1	уч.	жен	1433260047	1433261999	1463050017	0	 	 
553	holon1967	2	2	уч.	муж	1433269426	1446997781	1449334872	0	 	 
554	sondji	0	0	уч.	жен	1433613123	0	1433613260	0	 	 
555	vinogradinka	0	0	уч.	жен	1433767324	0	1433767814	0	 	 
556	logtrakt	0	0	уч.	муж	1433873177	0	1445361301	0	 	 
557	Фурия Татьяна 	1	1	уч.	жен	1434054904	1434055159	1434180245	1	 	 
558	Офелия	332	136	уч.	жен	1434096151	1462718285	1463586346	186	 	 
559	mega.mypka@mail.ru	1	1	уч.	жен	1434165208	1434165861	1435597671	0	 	 
560	ЮЛИЯ	11	8	уч.	жен	1434296522	1434719722	1456942373	3	 	 
561	Олег	0	0	уч.	муж	1434315337	0	1434422097	0	 	 
562	Natali	28	3	уч.	жен	1434662974	1435093396	1435134732	7	 	 
563	сибирячка	37	8	уч.	жен	1434953254	1436028809	1448527089	34	 	 
564	v.vishburg	4	3	уч.	жен	1435069758	1436295943	1436443623	1	 	 
565	Марат	17	10	уч.	муж	1435407668	1435618460	1444881015	13	 	 
566	Роман	2	2	уч.	муж	1435483124	1435491938	1436120191	0	 	 
567	Rozaliya	1	1	уч.	жен	1435660039	1435661336	1435778061	0	 	 
568	Юрий	4	4	уч.	муж	1436106524	1453885936	1463582409	4	 	 
569	Рик	0	0	уч.	жен	1436419108	0	1436423007	0	 	 
570	Сауле	5	2	уч.	жен	1436883966	1436890947	1439482665	0	 	 
571	Cdtnf	0	0	уч.	жен	1437156133	0	1437156306	0	 	 
572	Света	0	0	уч.	жен	1437156306	0	1452264164	0	 	 
573	Бубуся	3	3	уч.	?	1437329136	1437383486	1437944466	0	 	 
574	Екатерина	0	0	уч.	жен	1437421467	0	1437421922	0	 	 
575	Eva	7	3	уч.	жен	1437479943	1438959665	1438959665	0	 	 
576	BOGINY GERA	0	0	уч.	жен	1437493093	0	1437493664	0	 	 
577	Alex	1	1	уч.	муж	1437558777	1437559598	1443535201	0	 	 
579	Анна_mf	1	1	уч.	жен	1437736045	1437736286	1437748269	1	 	 
580	Pitomnik_LNR	2	2	уч.	муж	1437925418	1438337858	1438338068	0	 	 
581	lizagsd	9	6	уч.	жен	1437975549	1438374398	1440414445	2	 	 
582	Андрей	4	4	уч.	муж	1438021707	1438274955	1438775848	5	 	 
583	вячеслав 	7	5	уч.	муж	1438112580	1438207608	1438262320	3	 	 
584	Элина1989	7	3	уч.	жен	1438513685	1438532766	1438603465	0	 	 
585	ольга царева	6	5	уч.	жен	1438517475	1455023133	1458288567	5	 	 
586	Марина Риттер /Баларис/	2	1	уч.	жен	1438596203	1438596327	1438916702	3	 	 
587	Ирен	0	0	уч.	жен	1438639786	0	1442526648	0	 	 
588	Таня и Дин 	0	0	уч.	жен	1438787179	0	1439398144	0	 	 
589	НатальяФ.	2	1	уч.	жен	1438797395	1438798491	1438879564	0	 	 
590	Чангаа	1	1	уч.	муж	1438871340	1438871381	1438871560	1	 	 
591	Блейд	1	1	уч.	муж	1438977442	1438978693	1445353302	0	 	 
592	Natasha_Sergeeva	0	0	уч.	жен	1439056098	0	1439056542	0	 	 
593	берта с гагарина	31	24	уч.	жен	1439116899	1459325488	1459327170	47	 	 
594	Nadi	136	60	уч.	жен	1439213795	1460959564	1463071690	65	 	 
595	Ангелина	12	6	уч.	жен	1439229840	1441123470	1442669906	7	 	 
596	Елена-Ц	1	1	уч.	жен	1439306224	1439916994	1440150991	2	 	 
597	Евгения	7	6	уч.	жен	1439531526	1449642551	1463544858	8	 	 
598	Коновалова Олеся	0	0	уч.	жен	1439911361	0	1457827233	0	 	 
599	Alevtina	7	5	уч.	жен	1440097399	1440931373	1452169346	2	 	 
600	SikorskayaYana	2	1	уч.	жен	1440100844	1440101565	1440101566	0	 	 
